transaction_id,step,transaction_type,amount,sender_account,sender_old_balance,sender_new_balance,recipient_account,recipient_old_balance,recipient_new_balance,is_suspicious
20795,25,TRANSFER,481828.47,C810120,856721.06,374892.59,C171728,621460.62,1103289.09,1
8181,9,CASH_OUT,263330.9,C474604,924137.68,660806.78,C915166,101334.63,364665.53,1
18530,23,PAYMENT,220327.86,C747866,17370.59,0,M243947,543526.79,543526.79,0
1013,17,CASH_OUT,80122.79,C998740,459304.48,379181.69,C548920,692255.39,772378.18,0
3214,29,PAYMENT,199597.26,C360749,826567.38,626970.12,M450112,847299.23,847299.23,0
21108,19,TRANSFER,255341.26,C218762,483695.33,228354.07,C814642,471329.54,726670.8,1
16262,25,CASH_OUT,110170.99,C219876,687308.36,577137.37,C844846,283831.38,394002.37,0
4414,15,TRANSFER,167788.57,C476508,653603.16,485814.59,C544880,433784.57,601573.14,0
1699,20,CASH_OUT,231267.19,C213792,559138.27,327871.08,C160356,23989.41,255256.6,1
8461,18,CASH_OUT,416705.56,C766255,566674.83,149969.27,C673050,768395.37,1185100.93,1
13626,27,TRANSFER,168583.24,C928935,974323.41,805740.17,C836246,31418.35,200001.59,0
20408,11,CASH_OUT,392002.16,C622156,637560.93,245558.77,C880548,706013.46,1098015.62,1
3255,7,PAYMENT,25050.68,C527505,474235.81,449185.13,M545637,254589.18,254589.18,0
2924,28,CASH_OUT,271014.58,C358034,709702.75,438688.17,C459049,850456.24,1121470.82,1
20248,6,PAYMENT,201484.99,C551057,860348.31,658863.32,M113133,849417.85,849417.85,0
11051,23,TRANSFER,129199.19,C521701,507606.48,378407.29,C535893,814198.88,943398.07,0
13642,27,PAYMENT,281888.98,C554715,354245.37,72356.39,M957156,911342.06,911342.06,0
13682,21,CASH_OUT,397519.15,C600221,152528.11,0,C950408,332849.72,730368.87,1
17498,13,CASH_OUT,232264.82,C495722,844793.43,612528.61,C930164,962573.56,1194838.38,1
18732,21,PAYMENT,32548,C560100,542716.38,510168.38,M125965,972761.75,972761.75,0
16817,7,DEPOSIT,309450.53,C569064,663125.84,663125.84,M115362,962501.95,1271952.48,0
22042,4,CASH_OUT,419275.33,C571080,964279.35,545004.02,C561975,64936.24,484211.57,1
19169,19,PAYMENT,113307.04,C807298,227560.69,114253.65,M540475,681661.26,681661.26,0
2054,13,PAYMENT,146298.85,C909830,897995.28,751696.43,M704194,726325,726325,0
7919,10,PAYMENT,442579.18,C782942,883665.51,441086.33,M283889,590941.3,590941.3,0
19772,7,DEPOSIT,116890.91,C266200,978383.01,978383.01,M626168,18275.36,135166.27,0
13421,13,PAYMENT,175729.34,C644795,701945.38,526216.04,M329484,85594.89,85594.89,0
4422,19,CASH_OUT,178423.86,C570562,859900.89,681477.03,C951001,419320.7,597744.56,0
15179,10,PAYMENT,309564.34,C813708,223931.01,0,C836332,6337.85,6337.85,0
11433,18,TRANSFER,130958.47,C643882,612821.52,481863.05,C635413,276244.36,407202.83,0
16948,20,TRANSFER,126474.84,C714172,251076.85,124602.01,C863820,671642.36,798117.2,0
17780,17,TRANSFER,388588.23,C123845,614927.13,226338.9,C970567,379856.95,768445.18,1
7347,17,TRANSFER,338394.89,C236458,392555.28,54160.39,C309611,4633.99,343028.88,1
2546,6,CASH_OUT,320947.33,C280686,47721.98,0,C680147,667493.15,988440.48,1
10286,17,CASH_OUT,264098.48,C152766,855800.65,591702.17,C831718,186439.15,450537.63,1
12321,3,PAYMENT,36282.87,C402196,970859.27,934576.4,M249450,172950.89,172950.89,0
5654,14,TRANSFER,289363.53,C763030,510967.28,221603.75,C877451,243547.77,532911.3,1
102,30,PAYMENT,284591.7,C182124,527520.18,242928.48,M581920,654459.89,654459.89,0
11214,28,PAYMENT,152094.86,C481456,768982.05,616887.19,M695653,103378.29,103378.29,0
23991,30,DEPOSIT,302664.63,C620912,691046.73,691046.73,M891520,111195.15,413859.78,0
134,9,PAYMENT,209679.3,C905064,159164.74,0,M147547,863345.1,863345.1,0
16225,11,PAYMENT,389026.97,C482718,462822.49,73795.52,M342998,783046.99,783046.99,0
21202,26,DEPOSIT,428931.1,C817373,545281.98,545281.98,M887059,615286.78,1044217.88,0
19930,4,PAYMENT,202762.9,C211379,100970.81,0,M111080,871283.23,871283.23,0
223,12,CASH_OUT,109526.99,C624306,390702.55,281175.56,C231930,715673.78,825200.77,0
1828,19,PAYMENT,132433.55,C826403,261821.57,129388.02,M486942,294732.28,294732.28,0
18617,11,DEPOSIT,438171.95,C576356,444682.46,444682.46,M590779,385623.93,823795.88,0
15937,13,CASH_OUT,327464.28,C399401,626843.95,299379.67,C354742,929997.71,1257461.99,1
17424,24,CASH_OUT,2029.82,C907230,648753.82,646724,C200885,998262.98,1000292.8,0
18259,9,CASH_OUT,446630.12,C413858,390337.83,0,C550692,677056.88,1123687,1
23024,12,CASH_OUT,178770.24,C462195,222725.78,43955.54,C387280,638954.08,817724.32,0
13812,6,PAYMENT,88426.97,C883660,905721.86,817294.89,M402283,17138.54,17138.54,0
22435,20,DEPOSIT,351087.69,C782823,329480.87,329480.87,M935012,724285.03,1075372.72,0
19358,17,PAYMENT,396397.01,C338059,779231.41,382834.4,M556860,40058.77,40058.77,0
1944,11,CASH_OUT,494544.28,C133061,817610.53,323066.25,C977465,393239.43,887783.71,1
8879,22,TRANSFER,13742.94,C218479,621896.76,608153.82,C426349,377200.38,390943.32,0
15866,14,CASH_OUT,3478.03,C524641,906110.02,902631.99,C175620,633163.46,636641.49,0
11763,15,TRANSFER,377029.59,C200306,870111.62,493082.03,C188295,44275.27,421304.86,1
23860,27,TRANSFER,202441.2,C294868,106611.71,0,C589309,318854.18,521295.38,1
4287,8,PAYMENT,492184.45,C278650,669445.78,177261.33,M311831,552463.99,552463.99,0
625,30,PAYMENT,368995.81,C155210,395582.11,26586.3,M435335,41938.01,41938.01,0
14791,7,DEPOSIT,226101.28,C762948,853691.53,853691.53,M221545,728073.37,954174.65,0
21586,23,DEPOSIT,331522.02,C569088,287878.91,287878.91,M100525,833749.51,1165271.53,0
7730,13,PAYMENT,328261.32,C802644,901028.2,572766.88,M897694,347276.07,347276.07,0
13061,1,CASH_OUT,293595.2,C972045,279460.03,0,C314643,438059.45,731654.65,1
3902,14,CASH_OUT,171971.23,C556451,66169.09,0,C377602,905304.53,1077275.76,0
11933,22,TRANSFER,306813.85,C395173,358015.88,51202.03,C917686,701429.21,1008243.06,1
15491,15,CASH_OUT,13407.79,C262431,452015.95,438608.16,C503914,2950.46,16358.25,0
24361,28,TRANSFER,333247.53,C910803,769891.66,436644.13,C316346,945931.54,1279179.07,1
17942,19,PAYMENT,393729.02,C144386,188252.67,0,M977053,386315.64,386315.64,0
23637,3,PAYMENT,373682.67,C446103,185223.47,0,M109186,355732.77,355732.77,0
13537,19,TRANSFER,466380.32,C969406,336226.35,0,C458160,792751.4,1259131.72,1
7327,29,PAYMENT,428712.48,C368482,194825.36,0,M315034,356086.97,356086.97,0
19287,17,CASH_OUT,110956.54,C730823,358999.69,248043.15,C751287,20711.85,131668.39,0
17394,25,CASH_OUT,327670.42,C568631,663855.96,336185.54,C865988,895501.91,1223172.33,1
22527,16,PAYMENT,314476.23,C317989,946183.09,631706.86,M816698,58804.21,58804.21,0
22034,7,PAYMENT,328408.28,C675227,125173.35,0,M309280,623695.74,623695.74,0
2013,5,PAYMENT,432831.56,C977683,458640.66,25809.1,C793032,0,0,0
19606,7,TRANSFER,484903.89,C956993,712860.65,227956.76,C459691,271992.48,756896.37,1
21199,29,PAYMENT,237927.43,C481985,749279.69,511352.26,M331358,785287.52,785287.52,0
17270,14,TRANSFER,264212.33,C576356,586573.76,322361.43,C152147,929428.3,1193640.63,1
19807,15,CASH_OUT,299065.21,C324225,207307,0,C361268,598525.44,897590.65,1
13474,14,CASH_OUT,262385.13,C321082,779807.98,517422.85,C779085,376861.04,639246.17,1
20321,6,CASH_OUT,280061.57,C725361,660969.15,380907.58,C498569,407810.02,687871.59,1
13064,30,PAYMENT,33748.79,C310924,897437.83,863689.04,M174346,77221.7,77221.7,0
11510,16,PAYMENT,63607.32,C636428,747518.04,683910.72,M254357,40023.04,40023.04,0
4775,15,PAYMENT,31919.42,C182842,185293.56,153374.14,M880586,816283.02,816283.02,0
2448,9,PAYMENT,474390.9,C823361,282654.83,0,M825347,816608.35,816608.35,0
15905,15,PAYMENT,299936.25,C222337,30354.55,0,M197848,968536.56,968536.56,0
17955,10,PAYMENT,345692.22,C316463,346638.7,946.48,M819648,203910.78,203910.78,0
1499,24,PAYMENT,11150.99,C915499,69641.49,58490.5,M583055,575388.96,575388.96,0
8910,16,TRANSFER,289147.53,C935306,226220.92,0,C251985,792445.64,1081593.17,1
13602,9,TRANSFER,177425.07,C324329,849682.01,672256.94,C272972,843196.49,1020621.56,0
12627,7,PAYMENT,67452.97,C113934,146973.63,79520.66,M105531,923095.06,923095.06,0
6418,3,CASH_OUT,476643.73,C134296,823100.37,346456.64,C395762,128982.21,605625.94,1
2734,27,PAYMENT,82816.13,C395270,9219.59,0,M130961,295709.1,295709.1,0
8705,11,PAYMENT,267471.72,C812021,882231.28,614759.56,M492934,330250.51,330250.51,0
11667,18,DEPOSIT,221987.98,C120258,244204.34,244204.34,M823767,180288.88,402276.86,0
14302,14,PAYMENT,224096.67,C627500,625365.07,401268.4,M206118,785835.66,785835.66,0
10689,24,PAYMENT,379539.6,C726260,923445.64,543906.04,M263496,978431.54,978431.54,0
24836,3,PAYMENT,307940.63,C382722,789297.59,481356.96,M468554,964916.5,964916.5,0
1599,19,TRANSFER,267145.53,C907798,357577.1,90431.57,C513961,695047.88,962193.41,1
18584,7,TRANSFER,61629.93,C873693,210385.67,148755.74,C781764,317621.78,379251.71,0
16570,16,PAYMENT,114675.01,C901296,194570.89,79895.88,M958657,92498.14,92498.14,0
18799,5,CASH_OUT,360022.35,C782297,257266.59,0,C985148,738755.03,1098777.38,1
13875,7,DEPOSIT,40602.94,C231566,8587.77,8587.77,M600281,495689.31,536292.25,0
2486,23,PAYMENT,462107.85,C852039,915039.94,452932.09,M107249,151240.3,151240.3,0
24487,30,CASH_OUT,339057.34,C568308,504359.86,165302.52,C660342,892129.12,1231186.46,1
9346,14,TRANSFER,342886.65,C346356,177154.96,0,C371602,0,0,1
3329,8,TRANSFER,273165.96,C439013,718216.83,445050.87,C151459,922240.65,1195406.61,1
18806,9,TRANSFER,182972.83,C638415,400823.81,217850.98,C104880,42495.75,225468.58,0
7871,28,CASH_OUT,198474.25,C683759,35362.11,0,C401627,213030.29,411504.54,0
23347,10,TRANSFER,364096.6,C952238,722625.87,358529.27,C459211,894620.79,1258717.39,1
5565,15,PAYMENT,97958.69,C975750,398855.93,300897.24,M912767,848325.32,848325.32,0
3520,19,CASH_OUT,65683.73,C637862,889443.97,823760.24,C197057,826338.93,892022.66,0
830,17,TRANSFER,322485.44,C812502,169001.35,0,C335603,444900.05,767385.49,1
15572,12,PAYMENT,162119.02,C748984,222970.82,60851.8,M709962,393214.14,393214.14,0
13638,14,CASH_OUT,180113.4,C904764,407544.06,227430.66,C811346,902902.65,1083016.05,0
19823,6,TRANSFER,358271.46,C799257,94427.01,0,C198686,331202.07,689473.53,1
23179,1,PAYMENT,137475.87,C471016,409707.74,272231.87,M665125,385981.29,385981.29,0
10978,7,PAYMENT,248605.43,C945136,69078.09,0,M459257,340279.1,340279.1,0
19798,27,CASH_OUT,461624.52,C585394,586734.77,125110.25,C686717,289169.3,750793.82,1
8375,8,CASH_OUT,330417.99,C984591,378907.66,48489.67,C582272,364210.3,694628.29,1
10701,15,PAYMENT,407871.06,C521123,103652.03,0,M812410,308518.22,308518.22,0
1451,8,PAYMENT,162513.66,C785601,202905.8,40392.14,M247784,653183.6,653183.6,0
23851,30,TRANSFER,152909.97,C317341,442009.65,289099.68,C889138,73129.66,226039.63,0
18424,24,PAYMENT,442298.96,C833959,718255.06,275956.1,M460187,108704.1,108704.1,0
19345,22,PAYMENT,294044.01,C153904,961970.5,667926.49,M148764,56510.29,56510.29,0
6893,15,PAYMENT,338537.27,C759863,514940.77,176403.5,M588754,1004.24,1004.24,0
9085,6,CASH_OUT,130361.5,C849450,488652.68,358291.18,C476218,407513.34,537874.84,0
15620,26,PAYMENT,80647.35,C599073,196084.4,115437.05,M489305,363843.06,363843.06,0
20175,1,CASH_OUT,262760.41,C369556,545566.83,282806.42,C489195,548198.24,810958.65,1
5035,3,TRANSFER,470388.24,C495579,331854.54,0,C327781,334676.55,805064.79,1
19678,3,PAYMENT,400247.8,C405155,19166.42,0,M921577,160573.83,160573.83,0
2276,9,TRANSFER,309934.93,C990434,890047.91,580112.98,C576718,562470.61,872405.54,1
479,3,PAYMENT,155656.77,C563447,344371.39,188714.62,M869867,732395.05,732395.05,0
24830,28,PAYMENT,49419.09,C980952,174696.85,125277.76,M523139,319622.04,319622.04,0
6326,12,TRANSFER,470985.17,C888902,102213.86,0,C770530,379658.87,850644.04,1
20925,6,TRANSFER,393969.49,C494806,486370.35,92400.86,C853334,305711.38,699680.87,1
2246,14,PAYMENT,410281.66,C652935,170049.89,0,M239293,871196.44,871196.44,0
12814,20,CASH_OUT,265403.97,C920604,517055.07,251651.1,C327974,585031.92,850435.89,1
4202,28,PAYMENT,301816.22,C416572,720161.05,418344.83,M848150,453503.98,453503.98,0
23569,8,DEPOSIT,218491.17,C138946,30530.59,30530.59,M778888,720305.68,938796.85,0
13735,28,DEPOSIT,437899.76,C105385,560823.63,560823.63,M360459,717002.95,1154902.71,0
9479,29,CASH_OUT,4282.44,C427249,883121.22,878838.78,C436939,716056.76,720339.2,0
23453,29,PAYMENT,441091.91,C695036,311771.72,0,M585982,626518.14,626518.14,0
23121,10,PAYMENT,105865.36,C410904,238200.81,132335.45,M419852,585578.7,585578.7,0
483,18,PAYMENT,365383.84,C134121,127666.63,0,M536211,452374.18,452374.18,0
8475,23,TRANSFER,121176.99,C671511,11422.78,0,C201472,139541.72,260718.71,0
7781,23,PAYMENT,158993.7,C267768,859742.35,700748.65,M577481,542540.85,542540.85,0
3430,30,TRANSFER,224028.58,C407523,724704.95,500676.37,C321268,610069.04,834097.62,1
275,24,TRANSFER,137442.97,C628016,568227.82,430784.85,C792664,38433.1,175876.07,0
23336,23,TRANSFER,322571.89,C591227,271141.16,0,C227444,521597.27,844169.16,1
9021,2,DEPOSIT,406772.81,C745450,136739.71,136739.71,M358057,358220.24,764993.05,0
5729,6,PAYMENT,92823.76,C888637,239847.77,147024.01,M951199,627202.95,627202.95,0
24561,15,DEPOSIT,269105.5,C147478,828136.09,828136.09,M610105,88150.46,357255.96,0
17122,30,PAYMENT,414114.81,C472401,987159.69,573044.88,M605101,845095.23,845095.23,0
23362,12,CASH_OUT,136957.89,C488944,983344.22,846386.33,C363798,860076.87,997034.76,0
20231,21,TRANSFER,197865.04,C502084,564256.32,366391.28,C513164,196495.67,394360.71,0
9862,16,TRANSFER,27783.32,C351791,275218.02,247434.7,C493036,319698.17,347481.49,0
21986,13,TRANSFER,466958.46,C909071,906989.94,440031.48,C809297,889068.25,1356026.71,1
16192,29,TRANSFER,128223.09,C181022,180303.23,52080.14,C381812,13625.1,141848.19,0
24129,1,TRANSFER,192340.89,C197482,660922.29,468581.4,C562547,299532.66,491873.55,0
23008,3,PAYMENT,57516.84,C466112,957233.95,899717.11,M943526,926170.75,926170.75,0
20520,19,CASH_OUT,438785.07,C328741,217799.15,0,C453202,725173.44,1163958.51,1
10625,10,TRANSFER,40964.79,C943446,237374.77,196409.98,C108313,713432.16,754396.95,0
17705,21,CASH_OUT,145739.18,C707706,540881.84,395142.66,C747892,605664.12,751403.3,0
24734,24,CASH_OUT,65372.69,C182455,647108.97,581736.28,C928470,535689.3,601061.99,0
12755,7,CASH_OUT,108846.09,C268050,375462.48,266616.39,C332729,542443.99,651290.08,0
12913,23,CASH_OUT,289244.85,C113044,835086.97,545842.12,C719694,175326.28,464571.13,1
21185,23,PAYMENT,224201.72,C576857,748737.72,524536,C866922,0,0,0
354,17,PAYMENT,23684.52,C864227,786115.45,762430.93,M243954,581943.64,581943.64,0
12139,29,CASH_OUT,112700.45,C682513,495107.75,382407.3,C260776,552705.66,665406.11,0
19279,23,TRANSFER,220962.3,C664489,913055.82,692093.52,C549132,867135,1088097.3,1
4257,20,PAYMENT,448926.94,C789087,455238.94,6312,M794758,266183.3,266183.3,0
13521,18,PAYMENT,384691.34,C663416,668693.6,284002.26,M410720,120843.65,120843.65,0
19201,23,CASH_OUT,78640.13,C658575,761842.18,683202.05,C706474,239360.41,318000.54,0
7609,15,CASH_OUT,299345.38,C682475,172703.98,0,C879111,853091.81,1152437.19,1
8352,24,TRANSFER,38525.28,C876461,280370.78,241845.5,C905977,975471.97,1013997.25,0
19664,29,TRANSFER,88604.25,C805213,325999.15,237394.9,C563683,618985.92,707590.17,0
24794,20,CASH_OUT,248746.03,C531276,463124.14,214378.11,C705078,220563.85,469309.88,1
3572,4,CASH_OUT,436457.53,C347540,884165.1,447707.57,C259262,103621.46,540078.99,1
18476,16,PAYMENT,286292.87,C604188,896520.76,610227.89,M663826,339586.14,339586.14,0
19544,19,PAYMENT,295833.11,C195010,17815.33,0,M580325,706889.21,706889.21,0
14332,12,PAYMENT,36425.88,C688995,479473.71,443047.83,M754695,730164,730164,0
16559,14,TRANSFER,177680.18,C581086,29198.18,0,C470959,843914.88,1021595.06,0
18837,8,PAYMENT,253642.87,C687466,44146.68,0,M919813,363648.58,363648.58,0
17951,2,DEPOSIT,347181.03,C848862,90603.15,90603.15,M652499,714993.83,1062174.86,0
9619,18,PAYMENT,216611.38,C102007,459581.36,242969.98,M857634,428002.63,428002.63,0
23816,22,TRANSFER,418035.44,C470053,541694.21,123658.77,C280810,359848.79,777884.23,1
11571,10,PAYMENT,494935.44,C405070,180733.33,0,M484822,733989.17,733989.17,0
8197,29,DEPOSIT,114681.04,C791797,666140.8,666140.8,M911549,7659.47,122340.51,0
15470,29,PAYMENT,260672.41,C130156,446478.45,185806.04,M524697,281691.26,281691.26,0
19726,26,CASH_OUT,309742.37,C686980,361230.26,51487.89,C650504,515756.44,825498.81,1
20320,16,CASH_OUT,323151.33,C787845,825774.25,502622.92,C656238,112579.59,435730.92,1
1256,23,PAYMENT,427113.78,C542317,943011.85,515898.07,M482323,801075.92,801075.92,0
7514,23,PAYMENT,35532.97,C907598,982799.16,947266.19,M661265,610429.22,610429.22,0
3959,2,PAYMENT,389138.96,C181798,822229.91,433090.95,M562668,88487.86,88487.86,0
21469,27,DEPOSIT,124537.92,C733696,476998.74,476998.74,C691916,0,0,0
2091,24,DEPOSIT,137371.79,C975629,425046.59,425046.59,M161590,66508.4,203880.19,0
291,12,CASH_OUT,332781.54,C545295,394856.97,62075.43,C745171,246371.33,579152.87,1
20761,1,TRANSFER,36532.1,C354343,539148.65,502616.55,C439981,64105.09,100637.19,0
23737,10,PAYMENT,257246.66,C787010,773853.1,516606.44,M855027,923920.42,923920.42,0
5611,29,TRANSFER,381502.49,C997164,391606.31,10103.82,C169590,373526.25,755028.74,1
5546,27,TRANSFER,299096.48,C210086,130636.2,0,C820567,176996.19,476092.67,1
22210,21,PAYMENT,190463.17,C428926,41238.62,0,M218446,359534.1,359534.1,0
16686,1,PAYMENT,238452.46,C828107,524483.19,286030.73,M948574,722634.55,722634.55,0
15643,16,CASH_OUT,455057.57,C487540,895287.58,440230.01,C236400,54575.68,509633.25,1
13541,7,DEPOSIT,456127.49,C247516,482632.98,482632.98,M593956,658086.97,1114214.46,0
12916,25,DEPOSIT,445511.4,C347330,374626.24,374626.24,M188323,322129.06,767640.46,0
21761,7,CASH_OUT,75549.74,C246579,629118.14,553568.4,C286275,777880.1,853429.84,0
18704,19,TRANSFER,226434.32,C112186,703578.86,477144.54,C944739,426189.47,652623.79,1
18930,26,TRANSFER,45590.66,C395077,945123.61,899532.95,C434686,180081.77,225672.43,0
4220,11,TRANSFER,459298.38,C876835,962981.78,503683.4,C784722,686657.39,1145955.77,1
20599,10,DEPOSIT,9999.99,C345512,489528.12,489528.12,M146622,327321.28,786681.99,0
13964,12,DEPOSIT,128445.33,C755061,483716.31,483716.31,M677456,971861.36,1100306.69,0
18660,1,CASH_OUT,40251.12,C432247,744356.76,704105.64,C892008,304051.92,344303.04,0
12224,24,TRANSFER,239438.95,C226407,739438.19,499999.24,C763691,199462.23,438901.18,1
20573,18,PAYMENT,7132.62,C825441,203804.72,196672.1,M280609,894554.68,894554.68,0
19764,24,PAYMENT,354639.79,C358180,596845.05,242205.26,M770669,768745,768745,0
13144,22,PAYMENT,367812.2,C505316,475278.36,107466.16,M185554,833584.25,833584.25,0
23392,1,TRANSFER,470452.6,C966064,736619.76,266167.16,C127120,782970.07,1253422.67,1
12341,5,PAYMENT,349117.93,C279716,721840.45,372722.52,M276437,478125.44,478125.44,0
24138,6,CASH_OUT,266023.6,C670488,573098.69,307075.09,C298239,95249.34,361272.94,1
22682,13,PAYMENT,418629.1,C991795,148126.68,0,M548123,343628.1,343628.1,0
23207,26,CASH_OUT,480912.2,C117396,895610.77,414698.57,C323114,286571.98,767484.18,1
17724,16,PAYMENT,66909.62,C437321,263106.71,196197.09,M875667,693744.18,693744.18,0
20123,3,TRANSFER,357392.29,C772032,225270.57,0,C409355,40306.79,397699.08,1
4032,11,PAYMENT,100137.72,C951842,731356.05,631218.33,M907072,488195.73,488195.73,0
2376,8,PAYMENT,304533.37,C737244,727180.15,422646.78,M319866,260183.17,260183.17,0
22723,21,PAYMENT,367564.55,C381717,179540.51,0,M649779,150415.62,150415.62,0
14777,12,PAYMENT,202769,C110539,803175.42,600406.42,M229732,813066.87,813066.87,0
3885,17,PAYMENT,485770.38,C837619,879277.62,393507.24,M627016,934406.65,934406.65,0
17266,15,PAYMENT,424414.26,C380279,194740.97,0,M991284,718207.07,718207.07,0
4392,17,TRANSFER,69205.93,C126920,565171.69,495965.76,C162467,993545.15,1062751.08,0
23652,16,PAYMENT,100790.11,C835178,647596.07,546805.96,M258065,698243.35,698243.35,0
16719,2,TRANSFER,223075.36,C121401,811073.69,587998.33,C362455,815533.89,1038609.25,1
20375,14,PAYMENT,392358.08,C538306,652976,260617.92,M949484,873483.94,873483.94,0
11996,13,CASH_OUT,279940.53,C182232,387688.61,107748.08,C667087,509661.87,789602.4,1
12784,28,PAYMENT,420663.6,C589147,235459.45,0,M655979,540959.84,540959.84,0
1406,6,CASH_OUT,97848.59,C891767,391406.83,293558.24,C809999,252305.53,350154.12,0
13048,2,CASH_OUT,385060.79,C110897,516238.5,131177.71,C986701,202185.57,587246.36,1
20351,26,PAYMENT,361783.8,C431493,869652.13,507868.33,M848309,190476.27,190476.27,0
9363,23,PAYMENT,453629.38,C918278,303971.84,0,M199313,485610.44,485610.44,0
25000,4,CASH_OUT,7393.68,C987627,169158.08,161764.4,C761949,481845.84,489239.52,0
21025,26,PAYMENT,492975.34,C266644,648652.24,155676.9,M250973,208910.97,208910.97,0
17737,2,PAYMENT,118485.77,C456833,622895.88,504410.11,M572177,415691.29,415691.29,0
8019,10,PAYMENT,241612.63,C584664,963020.66,721408.03,M381555,230390.94,230390.94,0
1769,21,CASH_OUT,197052.88,C809157,667982.64,470929.76,C113015,36835.82,233888.7,0
8101,6,PAYMENT,348331.76,C142637,840781.35,492449.59,M494085,45193.19,45193.19,0
6984,1,TRANSFER,164796.68,C296828,914529.19,749732.51,C155722,364666.53,529463.21,0
20995,10,CASH_OUT,460800.64,C850364,969798.69,508998.05,C652085,475923.29,936723.93,1
1244,21,PAYMENT,455511.54,C757574,827343.16,371831.62,M885183,426085.26,426085.26,0
4740,22,PAYMENT,230988.31,C472225,100386.68,0,M270185,621606.6,621606.6,0
23903,23,CASH_OUT,196595.82,C821594,991366.17,794770.35,C968513,248080.87,444676.69,0
6259,25,PAYMENT,206002.09,C474869,875278.45,669276.36,M402675,471098.76,471098.76,0
20195,5,PAYMENT,109411.67,C328769,973882.57,864470.9,M613110,357152.08,357152.08,0
7050,22,PAYMENT,167367.17,C665965,445829.35,278462.18,M144868,299187.03,299187.03,0
2256,7,CASH_OUT,363863.27,C339028,920258.25,556394.98,C623912,847617.79,1211481.06,1
3770,16,CASH_OUT,2150.53,C424576,42570.79,40420.26,C441103,673225.81,675376.34,0
2807,11,DEPOSIT,462748.1,C897200,769986.63,769986.63,M486895,900283.61,1363031.71,0
2682,2,CASH_OUT,340491.9,C735728,5856.3,0,C549790,735959.36,1076451.26,1
6040,10,PAYMENT,198081.73,C262506,953245.81,755164.08,M718281,477978.15,477978.15,0
8466,29,TRANSFER,413535.85,C468650,839117.58,425581.73,C735449,894825.21,1308361.06,1
8811,12,TRANSFER,9999.99,C813895,665343.78,467308.54,C866922,0,0,1
15429,5,PAYMENT,293057.45,C852903,584710.81,291653.36,M878433,817102.7,817102.7,0
8073,7,TRANSFER,180131.51,C623042,822527.24,642395.73,C929128,734307.06,914438.57,0
10195,7,CASH_OUT,460692.11,C831644,638842.08,178149.97,C908298,82561.68,543253.79,1
9285,26,PAYMENT,372214.56,C672398,644990.59,272776.03,M190169,874125.23,874125.23,0
20680,17,CASH_OUT,253795.92,C702680,230607.06,0,C892184,120772.78,374568.7,1
11194,1,PAYMENT,326735.95,C306596,81138.16,0,M975237,652472.72,652472.72,0
15081,2,PAYMENT,1370.69,C435404,442769.15,441398.46,M797661,681327.32,681327.32,0
22064,15,CASH_OUT,9746.59,C461254,743580.56,733833.97,C761301,140886.95,150633.54,0
8240,7,DEPOSIT,89569.72,C633963,735115.49,735115.49,M116753,785328.39,874898.11,0
24463,2,DEPOSIT,389419.31,C282557,339554.46,339554.46,M184436,470546.1,859965.41,0
17803,16,CASH_OUT,356671.67,C708294,373139.64,16467.97,C105578,260508.01,617179.68,1
21146,1,TRANSFER,15726.29,C604139,575327.98,559601.69,C895067,134348.36,150074.65,0
23161,12,TRANSFER,401031.89,C663119,663437.99,262406.1,C647837,192605.24,593637.13,1
5555,17,TRANSFER,209721.55,C652165,382846.85,173125.3,C859894,273712.76,483434.31,1
12770,1,PAYMENT,325940.84,C603204,472292.06,146351.22,M456357,732396.35,732396.35,0
20959,16,PAYMENT,235903.08,C285112,307703.05,71799.97,M231587,500176.81,500176.81,0
18604,28,CASH_OUT,405704.06,C887955,361122.29,0,C504207,394518.96,800223.02,1
6910,19,CASH_OUT,72227.48,C748118,446630.82,374403.34,C807247,173140.1,245367.58,0
23275,12,CASH_OUT,454512.41,C955121,632138.54,177626.13,C120274,106455.59,560968,1
7810,5,TRANSFER,129342.23,C110893,987365.42,858023.19,C260386,304234.73,433576.96,0
24821,16,CASH_OUT,342349.78,C765229,659388.88,317039.1,C579078,650254.59,992604.37,1
9384,29,CASH_OUT,130156.45,C119501,508114.47,377958.02,C350296,997271.79,1127428.24,0
17901,2,DEPOSIT,423766.01,C453506,744120.3,744120.3,M354554,835830.95,1259596.96,0
12050,29,PAYMENT,298389.96,C892066,213987.58,0,M875070,494108.12,494108.12,0
7173,3,PAYMENT,208969.96,C506863,969421.08,760451.12,M838608,612082.01,612082.01,0
8697,24,TRANSFER,357361.42,C744699,902170.43,544809.01,C553644,283058.23,640419.65,1
19311,5,DEPOSIT,487049.14,C248809,17510.89,17510.89,M570079,436124.88,923174.02,0
7259,4,TRANSFER,324690.25,C651156,221960.46,0,C922910,965753.97,1290444.22,1
18371,21,DEPOSIT,378474.91,C830086,252474.97,252474.97,M225665,282847.66,661322.57,0
10207,9,PAYMENT,231531.86,C486999,449443.82,217911.96,M876342,45589.55,45589.55,0
6492,11,CASH_OUT,497729.59,C911721,173786.5,0,C934787,0,0,1
7446,15,PAYMENT,329480.59,C170880,317202.55,0,M608484,686488.91,686488.91,0
16096,21,PAYMENT,57782.87,C736434,510994.08,453211.21,M603429,331760.37,331760.37,0
